id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
51698208,https://www.airbnb.com/rooms/51698208,20250929042214,2025-09-29,previous scrape,Schöne 2 Zimmer Wohnung,Idyllic 2 bedroom apartment with small balcony near Zurich City,,https://a0.muscache.com/pictures/d7a844b2-d4fc-4be2-8cf2-182c88fa8f27.jpg,69564820,https://www.airbnb.com/users/show/69564820,Eva,2016-04-29,,"",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/d7d45561-56bc-46d6-9cb2-a5026c84592d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d7d45561-56bc-46d6-9cb2-a5026c84592d.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,f,,Schwamendingen-Mitte,Kreis 12,47.40899,8.57783,Entire rental unit,Entire home/apt,2,,1 bath,1,,"[""Air conditioning"", ""Kitchen"", ""Outdoor dining area"", ""Smoking allowed"", ""TV"", ""Free parking on premises"", ""Wifi"", ""Washer"", ""Fire pit"", ""Pets allowed""]",,1,365,1,1,365,365,1.0,365.0,,t,0,0,0,0,2025-09-29,7,0,0,0,0,0,,2021-10-23,2021-11-12,4.57,4.71,5.0,4.86,4.86,4.57,4.57,,t,1,1,0,0,0.15
51757637,https://www.airbnb.com/rooms/51757637,20250929042214,2025-09-29,previous scrape,Romantic apartment with forest view,Spacious apartment only 20 minutes by bus from center. Come and enjoy a quiet place very close from the central area.,,https://a0.muscache.com/pictures/miso/Hosting-51757637/original/b095825b-4941-488a-afcd-850c93f0fc12.jpeg,418590018,https://www.airbnb.com/users/show/418590018,Marion,2021-08-15,,"",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/019e2dec-66f9-4fe0-8a24-c22591369ce9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/019e2dec-66f9-4fe0-8a24-c22591369ce9.jpg?aki_policy=profile_x_medium,,1,1,['phone'],t,t,,Altstetten,Kreis 9,47.39043,8.46676,Entire rental unit,Entire home/apt,2,,1 bath,1,,"[""Paid parking on premises"", ""Dedicated workspace"", ""Kitchen"", ""Self check-in"", ""TV"", ""Lockbox"", ""Wifi"", ""Hair dryer"", ""Washer"", ""Iron""]",,4,365,4,4,365,365,4.0,365.0,,t,0,0,0,0,2025-09-29,0,0,0,0,0,0,,,,,,,,,,,,t,1,1,0,0,
51760091,https://www.airbnb.com/rooms/51760091,20250929042214,2025-09-29,previous scrape,Comfy & Central Studio Apartment with Kitchen,"Welcome to my tiny City Oasis. Located near the river limmat, the airport and the train main station in a quiet, safe neighborhood. <br />Bars, cafes, shops & grocery stores nearby - there's a lot to discover. This bright and cozy city centre apartment is the perfect base to explore.<br />This is my beloved home, which i like to share from time to time. Please be attentive of the House Rules, and follow these all the time. <br />This apartment does not include Wifi and a parking space.<br />No A/C",,https://a0.muscache.com/pictures/f8459195-3e2d-49a6-92eb-273c25c5d079.jpg,84543029,https://www.airbnb.com/users/show/84543029,Mi,2016-07-18,"Zürich, Switzerland","",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/e32a2e69-0600-4e15-9a90-06c3daff6063.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e32a2e69-0600-4e15-9a90-06c3daff6063.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Wipkingen,Kreis 10,47.38956,8.5331,Entire rental unit,Entire home/apt,2,,1 bath,1,,"[""Heating"", ""Mini fridge"", ""Wine glasses"", ""Toaster"", ""Pets allowed"", ""Bluetooth sound system"", ""Clothing storage"", ""Mosquito net"", ""Bed linens"", ""Cleaning available during stay"", ""Lockbox"", ""Shampoo"", ""Dishes and silverware"", ""Hangers"", ""Coffee"", ""Self check-in"", ""Room-darkening shades"", ""Essentials"", ""Shower gel"", ""Extra pillows and blankets"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Cooking basics"", ""Hair dryer"", ""Oven""]",,3,1125,3,3,1125,1125,3.0,1125.0,,t,0,0,0,0,2025-09-29,5,0,0,0,0,0,,2021-09-27,2023-05-01,4.8,4.8,4.8,5.0,5.0,4.4,4.0,,f,1,1,0,0,0.10
51760867,https://www.airbnb.com/rooms/51760867,20250929042214,2025-09-29,city scrape,Zh Anna I - HITrental Central Station Apartments,"This modern studio apartment for three offers you the comfort you need for relaxation and recreation during your holidays or business trip.<br><br>The studio apartment is perfect for a shorter or longer stay in Zürich for single travellers or groups. The apartment has a bedroom/living room with a double bed and a sofa bed is available too. The open kitchen has everything you need for cooking - hotplates, oven, fridge, microwave and many other cooking utensils. There is also a dishwasher.<br><br>",,https://a0.muscache.com/pictures/prohost-api/Hosting-51760867/original/462490d7-e812-4d68-b05b-82249b9b0176.jpeg,12886487,https://www.airbnb.com/users/show/12886487,Stephanie,2014-03-07,"Zürich, Switzerland","HITrental, your holiday rentals in Switzerland",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/115df76b-64a9-44ed-92c7-c1bbdef361b8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/115df76b-64a9-44ed-92c7-c1bbdef361b8.jpg?aki_policy=profile_x_medium,,237,240,"['email', 'phone', 'work_email']",t,t,,Gewerbeschule,Kreis 5,47.38251,8.53288,Entire rental unit,Entire home/apt,3,1.0,1 bath,0,2,"[""Heating"", ""Crib"", ""Freezer"", ""Toaster"", ""Microwave"", ""Pets allowed"", ""Elevator"", ""Bed linens"", ""Dishwasher"", ""Lockbox"", ""Hot water kettle"", ""Wifi"", ""Shampoo"", ""Dishes and silverware"", ""Hangers"", ""Stove"", ""Private patio or balcony"", ""Self check-in"", ""High chair"", ""Essentials"", ""Coffee maker"", ""Refrigerator"", ""Kitchen"", ""Hot water"", ""40 inch HDTV"", ""Cooking basics"", ""Hair dryer"", ""Oven"", ""Iron""]",$139.00,1,1125,1,3,2,1125,1.9,268.1,,t,12,39,66,341,2025-09-29,16,2,0,70,6,12,1668,2022-04-22,2025-08-10,4.69,4.63,4.81,4.81,4.69,4.75,4.63,,t,98,98,0,0,0.38
51763508,https://www.airbnb.com/rooms/51763508,20250929042214,2025-09-29,city scrape,Zh Anna Ii - HITrental Central Station Apartments,The furnished „HITrental Central Station“ apartments are the ideal accommodation for leisure or business travellers coming to Zurich. This furnished studio impresses with its elegant design and central location. On 30m2 you will find everything you need for work or leisure. There is a double bed and an additional sofa with pull-out function. In the kitchen you find all the necessary utensils to cook and of course a bathroom with shower belongs to this studio.,,https://a0.muscache.com/pictures/prohost-api/Hosting-51763508/original/e7136e00-d421-4cab-a7d0-b00144051749.jpeg,12886487,https://www.airbnb.com/users/show/12886487,Stephanie,2014-03-07,"Zürich, Switzerland","HITrental, your holiday rentals in Switzerland",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/115df76b-64a9-44ed-92c7-c1bbdef361b8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/115df76b-64a9-44ed-92c7-c1bbdef361b8.jpg?aki_policy=profile_x_medium,,237,240,"['email', 'phone', 'work_email']",t,t,,Gewerbeschule,Kreis 5,47.38122,8.53497,Entire rental unit,Entire home/apt,3,1.0,1 bath,0,2,"[""Heating"", ""Crib"", ""Freezer"", ""Toaster"", ""Microwave"", ""Pets allowed"", ""Elevator"", ""Bed linens"", ""Dishwasher"", ""Lockbox"", ""Hot water kettle"", ""Wifi"", ""Shampoo"", ""Dishes and silverware"", ""Hangers"", ""Stove"", ""Self check-in"", ""High chair"", ""Essentials"", ""Coffee maker"", ""Refrigerator"", ""Patio or balcony"", ""Kitchen"", ""Hot water"", ""TV"", ""Cooking basics"", ""Hair dryer"", ""Oven"", ""Iron""]",$139.00,1,1125,1,3,2,1125,1.8,377.7,,t,3,22,40,297,2025-09-29,65,13,2,40,41,78,10842,2021-12-02,2025-09-16,4.89,4.91,4.95,4.94,4.91,4.91,4.68,,t,98,98,0,0,1.39
51764507,https://www.airbnb.com/rooms/51764507,20250929042214,2025-09-29,city scrape,Zh Anna Iii - HITrental Central Station Apartments,The furnished „HITrental Central Station“ apartments are the ideal accommodation for leisure or business travellers coming to Zurich. This furnished studio impresses with its elegant design and central location. On 30m2 you will find everything you need for work or leisure. There is a double bed and an additional sofa with pull-out function. In the kitchen you find all the necessary utensils to cook and of course a bathroom with shower belongs to this studio.,,https://a0.muscache.com/pictures/prohost-api/Hosting-51764507/original/9edd0649-8745-4e3e-bdc1-dcc0386c282e.jpeg,12886487,https://www.airbnb.com/users/show/12886487,Stephanie,2014-03-07,"Zürich, Switzerland","HITrental, your holiday rentals in Switzerland",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/115df76b-64a9-44ed-92c7-c1bbdef361b8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/115df76b-64a9-44ed-92c7-c1bbdef361b8.jpg?aki_policy=profile_x_medium,,237,240,"['email', 'phone', 'work_email']",t,t,,Gewerbeschule,Kreis 5,47.38151,8.53347,Entire rental unit,Entire home/apt,3,1.0,1 bath,0,2,"[""Heating"", ""Crib"", ""Freezer"", ""Toaster"", ""Microwave"", ""Pets allowed"", ""Elevator"", ""Bed linens"", ""Dishwasher"", ""Lockbox"", ""Hot water kettle"", ""Wifi"", ""Shampoo"", ""Dishes and silverware"", ""Hangers"", ""Stove"", ""Self check-in"", ""High chair"", ""Essentials"", ""Coffee maker"", ""Refrigerator"", ""Patio or balcony"", ""Kitchen"", ""Hot water"", ""TV"", ""Cooking basics"", ""Hair dryer"", ""Oven"", ""Iron""]",$139.00,1,1125,1,3,2,1125,1.8,354.5,,t,10,24,47,304,2025-09-29,14,4,0,51,7,24,3336,2021-12-11,2025-05-18,4.71,4.64,4.86,4.79,4.93,4.93,4.64,,t,98,98,0,0,0.30
51764508,https://www.airbnb.com/rooms/51764508,20250929042214,2025-09-29,city scrape,Zh Herta I - HITrental Central Station Apartment,"Would you like to explore the beautiful city on the lake Zurich and are still looking for accommodation? Then this pretty studio apartment in the heart of Zurich is the right choice for you!<br><br>The studio apartment extends over 25m2 and is a real oasis of well-being. In the living/bedroom you will find a double bed, a sofa with pull out function and another sitting area with dining table and chairs.",,https://a0.muscache.com/pictures/prohost-api/Hosting-51764508/original/72602c3c-c248-4aac-b2c7-0a532a53ca81.jpeg,12886487,https://www.airbnb.com/users/show/12886487,Stephanie,2014-03-07,"Zürich, Switzerland","HITrental, your holiday rentals in Switzerland",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/115df76b-64a9-44ed-92c7-c1bbdef361b8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/115df76b-64a9-44ed-92c7-c1bbdef361b8.jpg?aki_policy=profile_x_medium,,237,240,"['email', 'phone', 'work_email']",t,t,,Gewerbeschule,Kreis 5,47.3815,8.53432,Entire rental unit,Entire home/apt,2,1.0,1 bath,0,1,"[""Heating"", ""Crib"", ""Freezer"", ""Toaster"", ""Microwave"", ""Pets allowed"", ""Elevator"", ""Bed linens"", ""Dishwasher"", ""Lockbox"", ""Hot water kettle"", ""Wifi"", ""Shampoo"", ""Dishes and silverware"", ""Hangers"", ""Stove"", ""Self check-in"", ""High chair"", ""Essentials"", ""Coffee maker"", ""Refrigerator"", ""Kitchen"", ""Hot water"", ""TV"", ""Cooking basics"", ""Hair dryer"", ""Oven"", ""Iron""]",$139.00,1,1125,1,3,2,1125,1.7,480.8,,t,7,20,35,270,2025-09-29,20,0,0,35,8,0,0,2021-09-26,2024-06-22,4.6,4.7,4.9,4.75,4.65,4.8,4.55,,t,98,98,0,0,0.41
51764509,https://www.airbnb.com/rooms/51764509,20250929042214,2025-09-29,city scrape,Zh Herta Ii - HITrental Central Station Apartment,"Would you like to explore the beautiful city on the lake Zurich and are still looking for accommodation? Then this pretty studio apartment in the heart of Zurich is the right choice for you!<br><br>The studio apartment extends over 25m2 and is a real oasis of well-being. In the living/bedroom you will find a double bed, a sofa with pull out function and another sitting area with dining table and chairs.",,https://a0.muscache.com/pictures/prohost-api/Hosting-51764509/original/2a95d772-4432-4c4c-933b-26c83febd081.jpeg,12886487,https://www.airbnb.com/users/show/12886487,Stephanie,2014-03-07,"Zürich, Switzerland","HITrental, your holiday rentals in Switzerland",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/115df76b-64a9-44ed-92c7-c1bbdef361b8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/115df76b-64a9-44ed-92c7-c1bbdef361b8.jpg?aki_policy=profile_x_medium,,237,240,"['email', 'phone', 'work_email']",t,t,,Gewerbeschule,Kreis 5,47.38121,8.5347,Entire rental unit,Entire home/apt,2,1.0,1 bath,0,1,"[""Heating"", ""Crib"", ""Freezer"", ""Toaster"", ""Microwave"", ""Pets allowed"", ""Elevator"", ""Bed linens"", ""Dishwasher"", ""Lockbox"", ""Hot water kettle"", ""Wifi"", ""Shampoo"", ""Dishes and silverware"", ""Hangers"", ""Stove"", ""Self check-in"", ""High chair"", ""Essentials"", ""Coffee maker"", ""Refrigerator"", ""Kitchen"", ""Hot water"", ""TV"", ""Cooking basics"", ""Hair dryer"", ""Oven"", ""Iron""]",$139.00,1,1125,1,3,2,1125,1.8,358.7,,t,4,11,23,287,2025-09-29,35,18,2,27,14,108,15012,2021-10-01,2025-09-28,4.94,4.91,4.97,4.97,4.86,4.91,4.66,,t,98,98,0,0,0.72
51764511,https://www.airbnb.com/rooms/51764511,20250929042214,2025-09-29,previous scrape,Zh Herta Iii - HITrental Central Station Apartment,The <b>studio in Zurich</b> has capacity for 2 people. <br>Accommodation of 25 m² nice and is modern. <br>,,https://a0.muscache.com/pictures/prohost-api/Hosting-51764511/original/c71a0693-467c-4c3c-8b02-8ed89b0b3c14.jpeg,12886487,https://www.airbnb.com/users/show/12886487,Stephanie,2014-03-07,"Zürich, Switzerland","HITrental, your holiday rentals in Switzerland",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/115df76b-64a9-44ed-92c7-c1bbdef361b8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/115df76b-64a9-44ed-92c7-c1bbdef361b8.jpg?aki_policy=profile_x_medium,,237,240,"['email', 'phone', 'work_email']",t,t,,Gewerbeschule,Kreis 5,47.38139,8.53308,Entire rental unit,Entire home/apt,2,,1 bath,,,"[""Heating"", ""Crib"", ""Freezer"", ""Toaster"", ""Microwave"", ""Pets allowed"", ""Elevator"", ""Bed linens"", ""Dishwasher"", ""Lockbox"", ""Hot water kettle"", ""Wifi"", ""Shampoo"", ""Dishes and silverware"", ""Hangers"", ""Stove"", ""Self check-in"", ""High chair"", ""Essentials"", ""Coffee maker"", ""Refrigerator"", ""Kitchen"", ""Hot water"", ""TV"", ""Cooking basics"", ""Hair dryer"", ""Oven"", ""Iron""]",,1,1125,1,3,2,1125,1.8,340.4,,t,11,35,58,312,2025-09-29,7,1,0,62,4,6,,2022-06-29,2025-05-22,4.29,4.43,5.0,5.0,4.43,5.0,4.29,,t,98,98,0,0,0.18
51764512,https://www.airbnb.com/rooms/51764512,20250929042214,2025-09-29,previous scrape,Zh Ida I - HITrental Central Station Apartments,The modern studio is ideal for tourists or expats who want to spend a shorter or longer stay in Zurich - relaxation and recreation guaranteed!<br><br>Newly renovated and fully furnished studio in the heart of Zurich. The newly renovated and fully furnished studio in the heart of Zurich has a spacious living/bedroom and has a double bed and additionally a sofa bed with pull-out function. You will also find a cozy sitting area with dining table and chairs.,,https://a0.muscache.com/pictures/prohost-api/Hosting-51764512/original/5eda0753-a601-41ae-8be5-4a4f63327579.jpeg,12886487,https://www.airbnb.com/users/show/12886487,Stephanie,2014-03-07,"Zürich, Switzerland","HITrental, your holiday rentals in Switzerland",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/115df76b-64a9-44ed-92c7-c1bbdef361b8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/115df76b-64a9-44ed-92c7-c1bbdef361b8.jpg?aki_policy=profile_x_medium,,237,240,"['email', 'phone', 'work_email']",t,t,,Gewerbeschule,Kreis 5,47.38239,8.5348,Entire rental unit,Entire home/apt,3,,1 bath,,,"[""Heating"", ""Crib"", ""Freezer"", ""Toaster"", ""Microwave"", ""Pets allowed"", ""Elevator"", ""Bed linens"", ""Dishwasher"", ""Lockbox"", ""Hot water kettle"", ""Wifi"", ""Shampoo"", ""Dishes and silverware"", ""Hangers"", ""Stove"", ""Self check-in"", ""High chair"", ""Essentials"", ""Coffee maker"", ""Refrigerator"", ""Patio or balcony"", ""Kitchen"", ""Hot water"", ""TV"", ""Cooking basics"", ""Hair dryer"", ""Oven"", ""Iron""]",,1,1125,1,3,2,1125,1.8,365.3,,t,7,30,45,306,2025-09-29,20,7,1,49,10,42,,2022-01-21,2025-09-07,4.55,4.8,5.0,4.55,4.9,4.75,4.35,,t,98,98,0,0,0.45
51764513,https://www.airbnb.com/rooms/51764513,20250929042214,2025-09-29,city scrape,Zh Ida Ii - HITrental Central Station Apartments,The modern studio is ideal for tourists or expats who want to spend a shorter or longer stay in Zurich - relaxation and recreation guaranteed!<br><br>Newly renovated and fully furnished studio in the heart of Zurich. The newly renovated and fully furnished studio in the heart of Zurich has a spacious living/bedroom and has a double bed and additionally a sofa bed with pull-out function. You will also find a cozy sitting area with dining table and chairs.,,https://a0.muscache.com/pictures/prohost-api/Hosting-51764513/original/92ce4817-4fc5-4e7f-adb8-d7cb16549515.jpeg,12886487,https://www.airbnb.com/users/show/12886487,Stephanie,2014-03-07,"Zürich, Switzerland","HITrental, your holiday rentals in Switzerland",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/115df76b-64a9-44ed-92c7-c1bbdef361b8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/115df76b-64a9-44ed-92c7-c1bbdef361b8.jpg?aki_policy=profile_x_medium,,237,240,"['email', 'phone', 'work_email']",t,t,,Gewerbeschule,Kreis 5,47.38128,8.53301,Entire rental unit,Entire home/apt,3,1.0,1 bath,0,2,"[""Heating"", ""Crib"", ""Freezer"", ""Toaster"", ""Microwave"", ""Pets allowed"", ""Elevator"", ""Bed linens"", ""Dishwasher"", ""Lockbox"", ""Hot water kettle"", ""Wifi"", ""Shampoo"", ""Dishes and silverware"", ""Hangers"", ""Stove"", ""Self check-in"", ""High chair"", ""Essentials"", ""Coffee maker"", ""Refrigerator"", ""Patio or balcony"", ""Kitchen"", ""Hot water"", ""TV"", ""Cooking basics"", ""Hair dryer"", ""Oven"", ""Iron""]",$240.00,1,1125,1,3,2,1125,1.9,293.7,,t,5,29,49,324,2025-09-29,77,29,2,53,33,174,41760,2021-10-01,2025-09-10,4.78,4.84,4.91,4.89,4.84,4.89,4.58,,t,98,98,0,0,1.58
51764514,https://www.airbnb.com/rooms/51764514,20250929042214,2025-09-29,city scrape,Zh Ida Iii - HITrental Central Station Apartments,The modern studio is ideal for tourists or expats who want to spend a shorter or longer stay in Zurich - relaxation and recreation guaranteed!<br><br>Newly renovated and fully furnished studio in the heart of Zurich. The newly renovated and fully furnished studio in the heart of Zurich has a spacious living/bedroom and has a double bed and additionally a sofa bed with pull-out function. You will also find a cozy sitting area with dining table and chairs.,,https://a0.muscache.com/pictures/prohost-api/Hosting-51764514/original/3cf801e4-14a2-4e60-8023-82d8e7d6471b.jpeg,12886487,https://www.airbnb.com/users/show/12886487,Stephanie,2014-03-07,"Zürich, Switzerland","HITrental, your holiday rentals in Switzerland",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/115df76b-64a9-44ed-92c7-c1bbdef361b8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/115df76b-64a9-44ed-92c7-c1bbdef361b8.jpg?aki_policy=profile_x_medium,,237,240,"['email', 'phone', 'work_email']",t,t,,Gewerbeschule,Kreis 5,47.3808,8.53334,Entire rental unit,Entire home/apt,3,1.0,1 bath,0,2,"[""Heating"", ""Freezer"", ""Toaster"", ""Microwave"", ""Pets allowed"", ""Paid crib - available upon request"", ""Elevator"", ""Bed linens"", ""High chair - available upon request"", ""Dishwasher"", ""Lockbox"", ""Hot water kettle"", ""Wifi"", ""Shampoo"", ""Dishes and silverware"", ""Hangers"", ""Stove"", ""Self check-in"", ""Essentials"", ""Coffee maker"", ""Refrigerator"", ""Patio or balcony"", ""Kitchen"", ""Hot water"", ""TV"", ""Hair dryer"", ""Oven"", ""Iron""]",$139.00,1,1125,1,3,2,1125,1.8,360.6,,t,11,24,44,304,2025-09-29,118,29,0,45,60,174,24186,2021-12-31,2025-08-04,4.81,4.85,4.93,4.81,4.9,4.83,4.65,,t,98,98,0,0,2.59
51792113,https://www.airbnb.com/rooms/51792113,20250929042214,2025-09-29,previous scrape,Chalet vibes near the lake,Charming place in a quiet Seefeld area. 3 minutes walk to the lake. Tram 2/4 kreuzstrasse. One double bed and comfortable sofa to relax. Equipped balcony with lamp for night sessions. Place not suitable for small children as it is over 2 floors connected by steep staircase. Smoking only allowed on the balcony. Important: No elevator available in the building.,,https://a0.muscache.com/pictures/miso/Hosting-51792113/original/86ea7d00-dbb3-47eb-957e-c5d3d2cdda06.png,17393656,https://www.airbnb.com/users/show/17393656,Nicolas,2014-06-29,"Annecy, France","",N/A,N/A,100%,f,https://a0.muscache.com/im/pictures/user/b4fa5b3b-c2b6-4ce0-ac57-5de638b07715.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b4fa5b3b-c2b6-4ce0-ac57-5de638b07715.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'work_email']",t,t,,Mühlebach,Kreis 8,47.36224,8.55218,Entire rental unit,Entire home/apt,2,,1 bath,1,,"[""Paid parking on premises"", ""Clothing storage: closet"", ""Wine glasses"", ""Central heating"", ""Freezer"", ""Microwave"", ""Dining table"", ""Bed linens"", ""Dishwasher"", ""Body soap"", ""Bathtub"", ""Shampoo"", ""Dishes and silverware"", ""Coffee"", ""Private patio or balcony"", ""Room-darkening shades"", ""Essentials"", ""Shower gel"", ""Extra pillows and blankets"", ""Coffee maker"", ""Refrigerator"", ""Dedicated workspace"", ""Cleaning products"", ""Drying rack for clothing"", ""Kitchen"", ""Hot water"", ""Cooking basics"", ""Laundromat nearby"", ""Oven""]",,1,365,1,1,365,365,1.0,365.0,,t,0,0,0,0,2025-09-29,4,3,0,0,4,18,,2024-01-02,2024-11-14,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.19
51898754,https://www.airbnb.com/rooms/51898754,20250929042214,2025-09-29,city scrape,Optimum White Studio,"Exclusive design studio with views over the city. The studio is equipped with high quality comfort beds, bathroom with walk-in shower, large mirror area with fine lighting, modern kitchenette with dining area, glass-ceramic stove, fridge, Nespresso machine, kettle and microwave.<br />A private car parking is at your disposal.<br />Self check-in is 24/7.<br />Welcome to Zurich!","The studio is located at the foot of the Uetliberg in a nature recreation area. Ideal for switching off after work or exploring the city. Jogging, walking, horseback riding - everything is possible. There is a wellness oasis within walking distance. The Spa Center has massages, indoor and outdoor pool, cosmetic offers as well as fitness.",https://a0.muscache.com/pictures/7cb2b73b-bbf9-41d3-885f-dbf6dc9172e8.jpg,22513551,https://www.airbnb.com/users/show/22513551,Optimum,2014-10-14,"Zürich, Switzerland","Optimum Apartment ist auf die Vermietung von möblierten Wohnungen in Zürich spezialisiert. Personen und Firmen die eine möblierte Wohnung zwecks Geschäftsreise, Urlaub oder Übersiedlung suchen sind bei uns an der richtigen Adresse. Wir freuen uns auf Deine Buchung, Beste Grüsse, Marco / Luca, Optimum Apartment
  
",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-22513551/original/0572bf75-ed9b-49ba-917b-ea087034f10f.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-22513551/original/0572bf75-ed9b-49ba-917b-ea087034f10f.png?aki_policy=profile_x_medium,,53,53,"['email', 'phone', 'work_email']",t,t,"Zürich, Switzerland",Friesenberg,Kreis 3,47.358826,8.497919,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Heating"", ""Mini fridge"", ""Clothing storage: closet"", ""Wine glasses"", ""Freezer"", ""Microwave"", ""Single level home"", ""First aid kit"", ""Dining table"", ""Elevator"", ""Dryer"", ""Bed linens"", ""Cleaning available during stay"", ""Coffee maker: espresso machine"", ""Free parking on premises"", ""Hot water kettle"", ""Wifi"", ""Long term stays allowed"", ""Shared backyard \u2013 Not fully fenced"", ""Paid parking lot on premises"", ""Smoke alarm"", ""Private entrance"", ""Dishes and silverware"", ""Hangers"", ""Paid street parking off premises"", ""Self check-in"", ""Room-darkening shades"", ""Essentials"", ""Refrigerator"", ""Babysitter recommendations"", ""Keypad"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Kitchen"", ""Free street parking"", ""Hot water"", ""TV"", ""City skyline view"", ""Cooking basics"", ""Hair dryer"", ""Washer"", ""Trash compactor"", ""Iron"", ""Fire extinguisher"", ""Electric stove""]",$163.00,28,1125,28,28,1125,1125,28.0,1125.0,,t,0,0,0,0,2025-09-29,17,1,0,0,0,56,9128,2021-11-03,2025-08-25,4.71,4.82,4.59,4.71,4.82,4.53,4.53,,f,13,12,1,0,0.36
